,artists,disc_number,explicit,is_local,name,popularity,track_number,type,genre,album_type,year,album_name,danceability,duration_ms,energy,instrumentalness,liveness,tempo,valence,pitch_0_mean,pitch_1_mean,pitch_2_mean,pitch_3_mean,pitch_4_mean,pitch_5_mean,pitch_6_mean,pitch_7_mean,pitch_8_mean,pitch_9_mean,pitch_10_mean,pitch_11_mean,pitch_0_sd,pitch_1_sd,pitch_2_sd,pitch_3_sd,pitch_4_sd,pitch_5_sd,pitch_6_sd,pitch_7_sd,pitch_8_sd,pitch_9_sd,pitch_10_sd,pitch_11_sd,timbre_0_mean,timbre_1_mean,timbre_2_mean,timbre_3_mean,timbre_4_mean,timbre_5_mean,timbre_6_mean,timbre_7_mean,timbre_8_mean,timbre_9_mean,timbre_10_mean,timbre_11_mean,timbre_0_sd,timbre_1_sd,timbre_2_sd,timbre_3_sd,timbre_4_sd,timbre_5_sd,timbre_6_sd,timbre_7_sd,timbre_8_sd,timbre_9_sd,timbre_10_sd,timbre_11_sd
58ylMBq2yqYdHyevarkNWa,Dexter Gordon,1,False,False,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,56,2,track,jazz,album,1962,Go! (The Rudy Van Gelder Edition),0.524,322000,0.222,0.00124,0.0544,120.71,0.325,45.69124129651862,21.336224489795914,24.208649459783913,-5.219379351740699,53.53968547418968,-7.97859783913565,-23.64239375750303,2.1863589435774307,-7.193361344537814,-0.3175606242497006,-9.029685474189677,-1.3234225690276102,5.783440538272601,60.97747264054683,49.63137107125928,45.80344021064311,28.12546460897431,33.666178300819105,21.869809444758715,20.356077483848814,14.205110759687676,15.56390860512668,18.47123719018437,14.47665889463136,45.69124129651862,21.336224489795914,24.208649459783913,-5.219379351740699,53.53968547418968,-7.97859783913565,-23.64239375750303,2.1863589435774307,-7.193361344537814,-0.3175606242497006,-9.029685474189677,-1.3234225690276102,5.783440538272601,60.97747264054683,49.63137107125928,45.80344021064311,28.12546460897431,33.666178300819105,21.869809444758715,20.356077483848814,14.205110759687676,15.56390860512668,18.47123719018437,14.47665889463136
6AAxndfN25URaM9zQJfWbU,Charlie Parker,1,False,False,All The Things You Are,1,1,track,jazz,album,2002,Bird After Dark,0.574,169533,0.0775,0.54,0.109,126.92299999999999,0.523,34.70655515370704,-80.8575858951176,-13.156300180831815,-11.550432188065098,32.88024050632911,-12.754938517179028,-1.9775406871609398,2.903437613019893,18.91609764918624,5.340804701627485,-13.89307775768536,2.1259529837251336,6.8644865288946715,73.56367121897925,54.65743105918386,55.69562175699287,33.83810042022063,32.74084925184013,26.18165464973651,23.78373501014476,22.40805474086122,18.070774744330702,19.836918416799012,17.229559521103944,34.70655515370704,-80.8575858951176,-13.156300180831815,-11.550432188065098,32.88024050632911,-12.754938517179028,-1.9775406871609398,2.903437613019893,18.91609764918624,5.340804701627485,-13.89307775768536,2.1259529837251336,6.8644865288946715,73.56367121897925,54.65743105918386,55.69562175699287,33.83810042022063,32.74084925184013,26.18165464973651,23.78373501014476,22.40805474086122,18.070774744330702,19.836918416799012,17.229559521103944
3MYojP082i6SdgmUxZWgMu,Joshua Redman,1,False,False,Twilight...And Beyond,31,6,track,jazz,album,2000,Beyond,0.45899999999999996,660400,0.187,0.382,0.10400000000000001,143.059,0.259,34.52825420777715,-22.20535867672659,-17.42470284387694,-14.6427759721416,26.091529309344182,-23.22465757399882,-6.635243180499123,10.55001450957633,-0.07082414393499821,4.317147997678466,-8.063823563551946,5.7914579222286635,10.987317179922869,71.42128231070984,68.75204029312012,56.62222858122906,26.787132656233773,33.07227282239265,26.315176880358344,22.746745164629036,16.38606334957344,16.573151639280074,18.943261339166845,17.33251080997091,34.52825420777715,-22.20535867672659,-17.42470284387694,-14.6427759721416,26.091529309344182,-23.22465757399882,-6.635243180499123,10.55001450957633,-0.07082414393499821,4.317147997678466,-8.063823563551946,5.7914579222286635,10.987317179922869,71.42128231070984,68.75204029312012,56.62222858122906,26.787132656233773,33.07227282239265,26.315176880358344,22.746745164629036,16.38606334957344,16.573151639280074,18.943261339166845,17.33251080997091
23aDP04QX8MAHA99FLaPtN,Ornette Coleman,1,False,False,Lonely Woman,42,1,track,jazz,album,1959,The Shape Of Jazz To Come,0.467,299507,0.316,0.00035099999999999997,0.094,81.013,0.252,40.467984766049995,77.14044069640907,1.3394124047878058,-10.843470076169751,26.683105549510355,-23.031869423286153,-3.4539009793253594,6.580044613710553,4.4625658324265505,7.969243743199134,-11.699033732317744,-0.2834036996735572,9.003008071246102,46.32331054781705,72.70549254690997,44.278929524423866,20.796532571633392,27.08132890956398,20.580330220815448,18.237652184529942,17.26184123704631,15.8798636110125,18.757653951337307,16.037979471985267,40.467984766049995,77.14044069640907,1.3394124047878058,-10.843470076169751,26.683105549510355,-23.031869423286153,-3.4539009793253594,6.580044613710553,4.4625658324265505,7.969243743199134,-11.699033732317744,-0.2834036996735572,9.003008071246102,46.32331054781705,72.70549254690997,44.278929524423866,20.796532571633392,27.08132890956398,20.580330220815448,18.237652184529942,17.26184123704631,15.8798636110125,18.757653951337307,16.037979471985267
79fXdfpOPGaXO1gfdq2onl,Billie Holiday,1,False,False,All of Me,50,1,track,jazz,album,1996,Billie Holiday Love Songs,0.507,181827,0.0677,2.7399999999999995e-05,0.132,105.39299999999999,0.355,37.464879924953095,-55.98035272045033,5.848422138836775,-20.019465290806757,47.879185741088165,-7.606692307692306,-7.860484052532833,5.118390243902443,14.263281425891172,0.7876885553470938,-12.83511257035647,8.547581613508457,8.038614108557935,72.01562452160124,63.0987186109067,68.13826728114186,28.59220719009201,34.20511392600327,34.8313857621955,26.086911215631414,19.197767845937587,16.896742880300035,26.10466957440387,16.44398695204831,37.464879924953095,-55.98035272045033,5.848422138836775,-20.019465290806757,47.879185741088165,-7.606692307692306,-7.860484052532833,5.118390243902443,14.263281425891172,0.7876885553470938,-12.83511257035647,8.547581613508457,8.038614108557935,72.01562452160124,63.0987186109067,68.13826728114186,28.59220719009201,34.20511392600327,34.8313857621955,26.086911215631414,19.197767845937587,16.896742880300035,26.10466957440387,16.44398695204831
5wRlH3diPDfn9jv91hxkUy,Joe Lovano,1,False,False,Emperor Jones,47,3,track,jazz,album,1991,Landmarks,0.336,314493,0.32799999999999996,0.732,0.111,184.007,0.222,40.85173637961333,-31.366743409490283,29.3379516695958,3.838298769771531,24.462047451669562,-20.57287258347979,-8.893431458699483,-3.2043295254833026,-8.573760105448141,-0.8860448154657307,-8.116730228470997,0.30564938488576454,5.4672485571194285,53.29107949693061,46.919505429086314,36.08644064520799,29.156537650901278,24.23251943550636,28.121089954635885,18.149878526901315,19.102001676909456,14.850262255818636,14.982785745245547,17.776588800443097,40.85173637961333,-31.366743409490283,29.3379516695958,3.838298769771531,24.462047451669562,-20.57287258347979,-8.893431458699483,-3.2043295254833026,-8.573760105448141,-0.8860448154657307,-8.116730228470997,0.30564938488576454,5.4672485571194285,53.29107949693061,46.919505429086314,36.08644064520799,29.156537650901278,24.23251943550636,28.121089954635885,18.149878526901315,19.102001676909456,14.850262255818636,14.982785745245547,17.776588800443097
4hHbeIIKO5Y5uLyIEbY9Gn,Frank Sinatra,1,False,False,Come Fly With Me - Remastered,67,1,track,jazz,album,1958,Come Fly With Me (Remastered),0.574,199093,0.33799999999999997,0.0,0.165,67.008,0.493,42.59781395348833,27.994107334525946,48.223525939177144,-9.985067978533099,19.985969588551004,-0.2210304114490156,-2.5035921288014302,6.003667262969589,-9.105778175313057,-1.6840214669051867,-15.901996422182473,-0.2738837209302326,5.577940007634132,57.899495550287014,42.13143911475845,50.79048246602483,26.228541241631184,29.179144645097207,23.706183315743832,22.463586081438372,17.652360677392565,17.008712411244634,20.47411670901394,14.451916067694054,42.59781395348833,27.994107334525946,48.223525939177144,-9.985067978533099,19.985969588551004,-0.2210304114490156,-2.5035921288014302,6.003667262969589,-9.105778175313057,-1.6840214669051867,-15.901996422182473,-0.2738837209302326,5.577940007634132,57.899495550287014,42.13143911475845,50.79048246602483,26.228541241631184,29.179144645097207,23.706183315743832,22.463586081438372,17.652360677392565,17.008712411244634,20.47411670901394,14.451916067694054
2YQD4iZibMN2lwy7OfAaDe,Irakere,1,False,False,Aguanile Bonko,29,4,track,jazz,album,2011,Recital en Teatro 12 y 23,0.5579999999999999,296733,0.789,0.0129,0.794,132.92600000000002,0.58,41.695071877180695,100.03402233077465,28.562464759246353,19.676828332170285,11.954510816468943,-8.030103279832524,3.1410439637124976,1.5330188415910675,-11.144686671318894,-3.2121905094207945,-11.242280530355906,1.8990216329378953,4.695659721380174,61.13544099832397,51.46058519711895,37.74410873000534,30.8425154200466,32.65726412569003,21.121613474153836,20.776393180946528,14.545728084177279,17.982942505411245,19.027536603910328,14.935714611665688,41.695071877180695,100.03402233077465,28.562464759246353,19.676828332170285,11.954510816468943,-8.030103279832524,3.1410439637124976,1.5330188415910675,-11.144686671318894,-3.2121905094207945,-11.242280530355906,1.8990216329378953,4.695659721380174,61.13544099832397,51.46058519711895,37.74410873000534,30.8425154200466,32.65726412569003,21.121613474153836,20.776393180946528,14.545728084177279,17.982942505411245,19.027536603910328,14.935714611665688
4Tq2fWpX1nLCkMSOPkYb1Y,Art Blakey & The Jazz Messengers,1,False,False,Moanin',55,1,track,jazz,album,1989,The Best Of Art Blakey,0.614,576173,0.233,0.198,0.13,126.256,0.44799999999999995,35.10774974306268,4.885227646454231,23.488566289825183,21.093123843782102,31.123526721479966,-6.831571428571426,-8.17516598150051,1.8313967112024694,-21.17932528263103,-0.6993139773895198,-13.1972569373073,1.52317214799589,7.232986343787856,63.42744313416598,65.23379279464972,53.527740421168154,19.463636628353147,33.45677578208845,24.82746394644497,21.396889649824224,15.371685032348461,15.668065854769322,19.44800593241674,14.06914859275804,35.10774974306268,4.885227646454231,23.488566289825183,21.093123843782102,31.123526721479966,-6.831571428571426,-8.17516598150051,1.8313967112024694,-21.17932528263103,-0.6993139773895198,-13.1972569373073,1.52317214799589,7.232986343787856,63.42744313416598,65.23379279464972,53.527740421168154,19.463636628353147,33.45677578208845,24.82746394644497,21.396889649824224,15.371685032348461,15.668065854769322,19.44800593241674,14.06914859275804
7dQKp25fu61q8xqxPBm17O,Ella Fitzgerald,1,False,False,Shiny Stockings,27,9,track,jazz,album,1963,Ella And Basie,0.5589999999999999,212720,0.129,2.05e-06,0.111,123.37700000000001,0.34700000000000003,31.799112951807263,10.487590361445775,-5.5046731927710875,-11.069168674698778,58.267362951807186,-9.468167168674706,-10.389486445783136,3.47639156626506,-8.34292018072289,-1.0776370481927733,-16.958721385542184,1.7760376506024094,8.174054660174734,76.30267640963763,59.76258291417195,58.31226990836424,34.88796721897091,35.680918653256924,24.679346932412418,29.956766559445697,17.875000868937306,21.370671383202293,22.457502557728933,18.050368288194434,31.799112951807263,10.487590361445775,-5.5046731927710875,-11.069168674698778,58.267362951807186,-9.468167168674706,-10.389486445783136,3.47639156626506,-8.34292018072289,-1.0776370481927733,-16.958721385542184,1.7760376506024094,8.174054660174734,76.30267640963763,59.76258291417195,58.31226990836424,34.88796721897091,35.680918653256924,24.679346932412418,29.956766559445697,17.875000868937306,21.370671383202293,22.457502557728933,18.050368288194434
7DUGRxCf9NFJffb5Eei8Ar,Sonny Rollins,1,False,False,God Bless the Child - Remastered,47,5,track,jazz,album,1962,The Bridge,0.493,447560,0.0421,0.17300000000000001,0.0777,102.074,0.172,32.69473707664885,-25.485592691622124,-45.19176381461672,-26.352660427807493,42.59348841354726,-19.162119429590028,-7.534330659536541,6.651127450980393,-6.142887700534761,7.557243315508032,-13.318598930481292,0.624198752228166,8.342830155953976,68.32441824062961,82.14556541346343,60.864316667165106,35.89100065610676,44.0750691988671,22.695550883032606,27.282821834632145,16.134019133729137,19.87348202295806,21.779837326182374,13.230130505561254,32.69473707664885,-25.485592691622124,-45.19176381461672,-26.352660427807493,42.59348841354726,-19.162119429590028,-7.534330659536541,6.651127450980393,-6.142887700534761,7.557243315508032,-13.318598930481292,0.624198752228166,8.342830155953976,68.32441824062961,82.14556541346343,60.864316667165106,35.89100065610676,44.0750691988671,22.695550883032606,27.282821834632145,16.134019133729137,19.87348202295806,21.779837326182374,13.230130505561254
0wvbb2MxlokwqSvbeoOOHv,Keith Jarrett,1,False,False,Interlude No. 3,49,2,track,jazz,album,1971,The Mourning of a Star,0.511,77533,0.0021100000000000003,0.982,0.113,107.949,0.255,24.74893846153846,-125.20809230769227,-0.25361538461538397,6.587692307692309,66.20153846153846,-17.171276923076924,1.4097076923076917,20.66298461538462,-9.585723076923077,1.1812000000000007,-9.598430769230768,-3.6867846153846147,9.132823226686469,82.14450133448581,51.448361976382536,59.97710037300775,21.249009449763857,44.54437835094475,22.541115384394715,23.56668111808777,19.030089680972743,20.637633030461608,20.264498814868045,11.217425182907824,24.74893846153846,-125.20809230769227,-0.25361538461538397,6.587692307692309,66.20153846153846,-17.171276923076924,1.4097076923076917,20.66298461538462,-9.585723076923077,1.1812000000000007,-9.598430769230768,-3.6867846153846147,9.132823226686469,82.14450133448581,51.448361976382536,59.97710037300775,21.249009449763857,44.54437835094475,22.541115384394715,23.56668111808777,19.030089680972743,20.637633030461608,20.264498814868045,11.217425182907824
4USi5QgbTjY3n7hy4WU6E1,Either/Orchestra,1,False,False,Harvey's Entrance,0,1,track,jazz,album,2002,Afro-Cubism,0.486,449093,0.619,0.8909999999999999,0.106,129.528,0.48,45.83332291001912,-16.386971282705815,35.88165858328014,10.953347798340772,7.645324186343317,-19.81183152520742,12.094536694320357,3.835975111678369,-13.200109125717935,-4.306351627313341,-7.505867262284621,4.948003190810459,7.513043498703768,41.42711344534645,42.47087873896337,36.23823556237218,20.997293725020498,26.26148634543014,18.27287704412629,15.400056152474896,14.109148741541592,14.251053214764394,15.292652067144436,12.59308224674048,45.83332291001912,-16.386971282705815,35.88165858328014,10.953347798340772,7.645324186343317,-19.81183152520742,12.094536694320357,3.835975111678369,-13.200109125717935,-4.306351627313341,-7.505867262284621,4.948003190810459,7.513043498703768,41.42711344534645,42.47087873896337,36.23823556237218,20.997293725020498,26.26148634543014,18.27287704412629,15.400056152474896,14.109148741541592,14.251053214764394,15.292652067144436,12.59308224674048
2h0pv8wU8UakPCzmcZSuXE,Alexander von Schlippenbach,1,False,False,Aimless,18,8,track,jazz,album,1972,Payan,0.331,206213,0.139,0.899,0.098,125.645,0.315,32.43346015424163,-126.03274035989725,25.749456298200503,6.1046465295629915,59.58784961439593,-30.194834190231365,-38.42973007712082,-3.455804627249359,-5.4345552699228765,-2.993569408740363,-1.1931401028277626,6.723987146529565,6.072209307828216,43.09474655279775,27.90004599676569,34.13013386313954,27.054494111536286,20.362626657893763,21.267175476195344,22.7843874162433,16.983192001088813,13.219744535114263,13.248956905384366,13.13693233291265,32.43346015424163,-126.03274035989725,25.749456298200503,6.1046465295629915,59.58784961439593,-30.194834190231365,-38.42973007712082,-3.455804627249359,-5.4345552699228765,-2.993569408740363,-1.1931401028277626,6.723987146529565,6.072209307828216,43.09474655279775,27.90004599676569,34.13013386313954,27.054494111536286,20.362626657893763,21.267175476195344,22.7843874162433,16.983192001088813,13.219744535114263,13.248956905384366,13.13693233291265
6cjjUuY51c5SwTABCVPSYH,Dave Brubeck,1,False,False,Bossa Nova U.S.A.,44,7,track,jazz,album,1966,Dave Brubeck's Greatest Hits,0.617,143507,0.49700000000000005,0.00662,0.0767,105.943,0.809,40.34222421524667,0.8633856502241976,-20.553925261584446,13.327355754857992,23.005992526158444,-28.791693572496232,-11.77144544095665,0.444200298953662,-0.5385934230194319,5.783116591928255,-10.160768310911799,0.9023931240657691,6.704255758322885,51.66171671850585,50.6023919074177,40.131568939699754,26.573866606172285,30.932582742135786,23.82887674578801,19.283131909165775,14.932706934188184,14.862412057973518,14.766866769773461,13.646642436286104,40.34222421524667,0.8633856502241976,-20.553925261584446,13.327355754857992,23.005992526158444,-28.791693572496232,-11.77144544095665,0.444200298953662,-0.5385934230194319,5.783116591928255,-10.160768310911799,0.9023931240657691,6.704255758322885,51.66171671850585,50.6023919074177,40.131568939699754,26.573866606172285,30.932582742135786,23.82887674578801,19.283131909165775,14.932706934188184,14.862412057973518,14.766866769773461,13.646642436286104
0IffIW3eyCx9aZ36IqOu5o,Wayne Shorter,1,False,False,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,55,5,track,jazz,album,1999,Speak No Evil,0.34,414240,0.0837,0.7609999999999999,0.0945,138.689,0.11900000000000001,40.29452462772051,-64.61985452462774,29.34729095074459,-7.738727376861396,44.63986941580756,-20.34544902634595,-17.75331156930128,-0.6275051546391751,1.8221282932416925,-2.049046964490264,-5.222030927835059,1.161650630011456,7.532154798610413,69.59856394228683,61.34595912768813,56.540342915612406,24.17910779178549,30.32411680441607,24.616738316036997,19.125623819658433,17.996464011812883,13.478072127928233,18.018346043665375,16.295068535415897,40.29452462772051,-64.61985452462774,29.34729095074459,-7.738727376861396,44.63986941580756,-20.34544902634595,-17.75331156930128,-0.6275051546391751,1.8221282932416925,-2.049046964490264,-5.222030927835059,1.161650630011456,7.532154798610413,69.59856394228683,61.34595912768813,56.540342915612406,24.17910779178549,30.32411680441607,24.616738316036997,19.125623819658433,17.996464011812883,13.478072127928233,18.018346043665375,16.295068535415897
3HYvS1Dizyfr0b4Xz75hs3,Oscar Peterson,1,False,False,Mumbles,16,18,track,jazz,album,2002,A Jazz Odyssey,0.655,120853,0.39,0.0,0.22899999999999998,94.53299999999999,0.6809999999999999,41.93382905982908,30.112679487179495,-7.719393162393161,-5.565910256410255,57.337532051282054,-8.965660256410256,-12.518452991452985,6.805337606837608,-7.198846153846157,4.076867521367518,-16.216948717948714,-4.939551282051277,7.4211254772933115,55.9517827857093,51.72112370849558,42.955237510468876,29.199555613002577,34.260097371547,23.121262867284848,20.387085988594198,15.51019932242163,17.584619365536632,16.30267832810736,12.781578166220559,41.93382905982908,30.112679487179495,-7.719393162393161,-5.565910256410255,57.337532051282054,-8.965660256410256,-12.518452991452985,6.805337606837608,-7.198846153846157,4.076867521367518,-16.216948717948714,-4.939551282051277,7.4211254772933115,55.9517827857093,51.72112370849558,42.955237510468876,29.199555613002577,34.260097371547,23.121262867284848,20.387085988594198,15.51019932242163,17.584619365536632,16.30267832810736,12.781578166220559
4flLgpI2uqoxGPMIq36Im8,Joe Henderson,1,False,False,Earth,0,4,track,jazz,album,1974,The Elements,0.43,787533,0.409,0.295,0.191,121.75399999999999,0.23,38.62229413570773,20.381485108996,37.56911482959779,6.655028860914971,27.96512895302429,-24.56808566165173,-20.186911882100073,1.649812711083823,-12.935621430764508,-1.7298483266810007,-5.173399447344185,1.6017586736260374,8.491756281110641,79.0506906105297,49.86221965144678,37.98251773388891,27.32707319914448,27.057533889831095,20.447752897976162,20.867573791360737,15.091796360874465,15.647730737612276,15.727299992218802,14.59772340979473,38.62229413570773,20.381485108996,37.56911482959779,6.655028860914971,27.96512895302429,-24.56808566165173,-20.186911882100073,1.649812711083823,-12.935621430764508,-1.7298483266810007,-5.173399447344185,1.6017586736260374,8.491756281110641,79.0506906105297,49.86221965144678,37.98251773388891,27.32707319914448,27.057533889831095,20.447752897976162,20.867573791360737,15.091796360874465,15.647730737612276,15.727299992218802,14.59772340979473
3AeIbfjydFf46N27feEFri,Gerry Mulligan,1,False,False,My Funny Valentine,49,6,track,jazz,album,1959,What Is There To Say?,0.32899999999999996,246067,0.0317,0.9390000000000001,0.147,75.844,0.267,32.60401634877385,-57.812047683923645,29.049604904632158,-5.119459128065397,26.018874659400556,-10.137170299727524,8.381066757493178,8.92536920980925,-13.459970027247955,1.9201430517711175,-11.248423705722066,2.6548692098092657,6.774031213266845,57.842000373404304,59.29908635013709,45.66102914820796,19.693494895484044,31.930399114086764,20.829344932870768,18.894393037992494,14.929245542230824,16.668781569925645,17.46824792566207,12.75735299524762,32.60401634877385,-57.812047683923645,29.049604904632158,-5.119459128065397,26.018874659400556,-10.137170299727524,8.381066757493178,8.92536920980925,-13.459970027247955,1.9201430517711175,-11.248423705722066,2.6548692098092657,6.774031213266845,57.842000373404304,59.29908635013709,45.66102914820796,19.693494895484044,31.930399114086764,20.829344932870768,18.894393037992494,14.929245542230824,16.668781569925645,17.46824792566207,12.75735299524762
4CZfPaDW5madfScpZl0nDU,Ahmad Jamal,1,False,False,Ahmad's Blues,45,2,track,jazz,album,1951,Poinciana,0.508,174000,0.15,0.899,0.14400000000000002,173.36,0.252,32.229427495291866,-124.0673615819209,28.785894538606392,30.42267419962335,36.199858757062174,-7.86254990583805,12.414952919020717,11.416399246704346,-12.612617702448222,-0.5515988700564984,-10.284903954802255,2.5962824858757068,6.646064969384536,48.26994637391583,56.656907534940665,59.1435849297354,24.128321725465277,46.8196611078671,36.34367273249167,22.513103858217047,16.08526693049484,17.778264881991795,20.51533330877183,16.392144769567718,32.229427495291866,-124.0673615819209,28.785894538606392,30.42267419962335,36.199858757062174,-7.86254990583805,12.414952919020717,11.416399246704346,-12.612617702448222,-0.5515988700564984,-10.284903954802255,2.5962824858757068,6.646064969384536,48.26994637391583,56.656907534940665,59.1435849297354,24.128321725465277,46.8196611078671,36.34367273249167,22.513103858217047,16.08526693049484,17.778264881991795,20.51533330877183,16.392144769567718
0ADAFZE0bYIuaIyPNFl3LE,Art Tatum,2,False,False,Blue Skies,46,3,track,jazz,album,1997,The Complete Capitol Recordings Of Art Tatum,0.44299999999999995,172293,0.0711,0.894,0.10099999999999999,175.02,0.596,33.905152317880805,-91.1157930463577,38.47083609271521,46.67815562913904,58.167571192053046,-16.926135761589407,-17.813463576158917,6.712584437086091,-1.3106158940397339,1.6539917218543045,-13.332753311258275,1.0430115894039733,4.81268710329343,60.58215090722532,38.228429889488595,53.797359961108,28.236355250587458,35.67593266243749,27.96877044981822,21.844722731476374,16.759178982297296,14.202002514591925,20.686904797317375,15.946219177220609,33.905152317880805,-91.1157930463577,38.47083609271521,46.67815562913904,58.167571192053046,-16.926135761589407,-17.813463576158917,6.712584437086091,-1.3106158940397339,1.6539917218543045,-13.332753311258275,1.0430115894039733,4.81268710329343,60.58215090722532,38.228429889488595,53.797359961108,28.236355250587458,35.67593266243749,27.96877044981822,21.844722731476374,16.759178982297296,14.202002514591925,20.686904797317375,15.946219177220609
4zxd4tiXPlWMqoJltbVTbE,Miles Davis,2,False,False,Stella By Starlight,53,3,track,jazz,album,1959,Kind Of Blue (Legacy Edition),0.485,284560,0.14400000000000002,0.00011399999999999999,0.0965,86.14299999999999,0.24600000000000002,38.96624254742544,11.560831978319792,1.4248089430894268,-11.674158536585367,40.548104336043366,-8.272560975609753,-33.21322764227642,0.9732764227642283,2.0473048780487813,0.839688346883469,-9.085865853658543,-5.81202574525745,9.153927528008847,106.72385289109543,57.23659591332277,52.46814490852261,27.597874317906847,36.70791166067796,28.08623987313606,24.966452066397643,16.40519062968194,19.200391234435457,20.52852813029622,21.60488749005539,38.96624254742544,11.560831978319792,1.4248089430894268,-11.674158536585367,40.548104336043366,-8.272560975609753,-33.21322764227642,0.9732764227642283,2.0473048780487813,0.839688346883469,-9.085865853658543,-5.81202574525745,9.153927528008847,106.72385289109543,57.23659591332277,52.46814490852261,27.597874317906847,36.70791166067796,28.08623987313606,24.966452066397643,16.40519062968194,19.200391234435457,20.52852813029622,21.60488749005539
70fy8xF2Oyr49yTi2MvHc7,Chet Baker,1,False,False,For Minors Only,35,4,track,jazz,album,1998,Picture Of Heath,0.688,242160,0.375,8.87e-05,0.183,110.09299999999999,0.73,42.519285436893185,42.50579611650489,-24.70543883495147,8.5075077669903,26.858982524271795,-13.12585728155339,-2.0785514563106853,9.5840427184466,-6.53527184466019,4.545827184466021,-21.20036310679612,1.0441077669902927,7.340302780784145,51.172905374292036,60.69737536115858,63.66893476704857,21.122783348057737,38.25198022453445,28.371419010808285,22.33453282135151,15.775743531347251,19.874362151581234,21.269711540926135,13.753589493168208,42.519285436893185,42.50579611650489,-24.70543883495147,8.5075077669903,26.858982524271795,-13.12585728155339,-2.0785514563106853,9.5840427184466,-6.53527184466019,4.545827184466021,-21.20036310679612,1.0441077669902927,7.340302780784145,51.172905374292036,60.69737536115858,63.66893476704857,21.122783348057737,38.25198022453445,28.371419010808285,22.33453282135151,15.775743531347251,19.874362151581234,21.269711540926135,13.753589493168208
0Qqep9abOtBxR7TAt59MDF,Stefon Harris,1,False,False,Nengueleru,9,1,track,jazz,album,2011,Ninety Miles,0.48200000000000004,304080,0.691,0.812,0.14800000000000002,108.432,0.541,42.53034022824533,-18.713506419400865,-25.055394436519315,1.0884393723252503,11.194632667617668,-26.054421540656193,1.1922475035663334,-8.036442225392289,-11.42200427960056,2.3992439372325234,-11.163709700427955,2.857264621968618,5.969454860213854,45.804827379165495,54.33351052307215,42.69309345943281,25.113273790700184,36.90476173423783,19.94159705747751,19.33673975101029,18.120381141947885,18.742744153332204,19.3842946206994,13.530290937373913,42.53034022824533,-18.713506419400865,-25.055394436519315,1.0884393723252503,11.194632667617668,-26.054421540656193,1.1922475035663334,-8.036442225392289,-11.42200427960056,2.3992439372325234,-11.163709700427955,2.857264621968618,5.969454860213854,45.804827379165495,54.33351052307215,42.69309345943281,25.113273790700184,36.90476173423783,19.94159705747751,19.33673975101029,18.120381141947885,18.742744153332204,19.3842946206994,13.530290937373913
53E4C9Ok06r1uGd6kOFkAs,Anthony Braxton,3,False,False,The Duke,14,1,track,jazz,album,2005,20 Standards (Quartet) 2003,0.53,748680,0.174,0.473,0.12300000000000001,129.727,0.285,33.90956968773808,-20.162333587204877,-30.36827189642043,-8.636627951256656,8.72652437166795,-22.1841096725057,-5.030937928408224,6.144293602437179,-4.6147745620716,3.015684691546079,-12.735419268849986,-0.6464063214013674,7.034489699832322,52.59121318798699,56.1217592427915,45.91862400357315,21.792986513847477,35.554902879293145,20.375005009723075,21.941210795540364,17.96069134775577,18.17287148357264,21.374037855833958,15.08431868594737,33.90956968773808,-20.162333587204877,-30.36827189642043,-8.636627951256656,8.72652437166795,-22.1841096725057,-5.030937928408224,6.144293602437179,-4.6147745620716,3.015684691546079,-12.735419268849986,-0.6464063214013674,7.034489699832322,52.59121318798699,56.1217592427915,45.91862400357315,21.792986513847477,35.554902879293145,20.375005009723075,21.941210795540364,17.96069134775577,18.17287148357264,21.374037855833958,15.08431868594737
6TkNbkFSdxJXm0AoHAgGDd,Mary Lou Williams,1,False,False,My Blue Heaven,16,7,track,jazz,album,1964,Mary Lou Williams Presents Black Christ of the Andes,0.693,190680,0.258,0.0534,0.27,70.447,0.615,38.182345454545455,4.5194099173553735,-17.39648925619834,14.053880991735513,26.956976859504167,-20.568014876033043,-5.956079338842968,16.31557355371901,-7.846532231404955,15.945995041322325,-12.58286115702479,7.32276033057851,5.827827728048814,59.881875475175306,54.84790214050008,49.08216671230555,25.81119508106334,36.07330219868969,30.308375928787648,25.98728699073904,17.56753438388106,20.30724991273282,17.612569761297905,15.261390111742594,38.182345454545455,4.5194099173553735,-17.39648925619834,14.053880991735513,26.956976859504167,-20.568014876033043,-5.956079338842968,16.31557355371901,-7.846532231404955,15.945995041322325,-12.58286115702479,7.32276033057851,5.827827728048814,59.881875475175306,54.84790214050008,49.08216671230555,25.81119508106334,36.07330219868969,30.308375928787648,25.98728699073904,17.56753438388106,20.30724991273282,17.612569761297905,15.261390111742594
